,Rank,Name of movie,Year of release,Watchtime,Movie Rating,Metascore,Votes,Gross collection,Description,Director,URL,Movie_Rating_bin,metascore_bin,watchtime_bin,Cast1,Cast2,Cast3,Cast4,Adventure,Music,Action,Fantasy,Thriller,War,Biography,Mystery,Comedy,Sport,Horror,Film-Noir,Romance,Family,Musical,Western,Sci-Fi,Drama,Crime,History,Animation,watchtime_minmax,gross_minmax,watchtime_standard,gross_standard
373,374,Slumdog Millionaire,2008-01-01,120,8.0,84.0,"856,173",141.32,mumbai teenager reflects life accused cheating indian version want millionaire,"Directors:Danny Boyle, Loveleen Tandan",https://www.imdb.com/title/tt1010048/,very good,excellent,medium,['Dev Patel', 'Freida Pinto', 'Saurabh Shukla', 'Anil Kapoor'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2717391304347826,0.1646278950556876,-0.3455910937877988,0.5001196355121886
374,375,Beauty and the Beast,1991-01-01,84,8.0,95.0,"462,166",218.97,prince cursed spend day hideous monster set regain humanity earning young woman love,"Directors:Gary Trousdale, Kirk Wise",https://www.imdb.com/title/tt0101414/,very good,excellent,short,"[""Paige O'Hara""", 'Robby Benson', 'Jesse Corti', 'Rex Everhart'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14130434782608697,0.25509110396570206,-1.5089798516296513,1.131038656058437
375,376,The Graduate,1967-01-01,106,8.0,83.0,"278,623",104.95,disillusioned college graduate find torn older lover daughter,Mike Nichols,https://www.imdb.com/title/tt0061722/,very good,excellent,medium,['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross', 'William Daniels'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22101449275362317,0.12225639591779675,-0.7980200551707415,0.20460740399554925
376,377,What Ever Happened to Baby Jane?,1962-01-01,134,8.0,75.0,"58,388",4.05,former child star torment paraplegic sister decaying hollywood mansion,Robert Aldrich,https://www.imdb.com/title/tt0056687/,very good,very good,long,['Bette Davis', 'Joan Crawford', 'Victor Buono', 'Wesley Addy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.322463768115942,0.004706649890488839,0.10683786759514383,-0.6152216903137419
377,378,Pâfekuto burû,1997-01-01,81,8.0,67.0,"82,262",0.78,pop singer give career become actress slowly go insane start stalked obsessed fan seems ghost past,Satoshi Kon,https://www.imdb.com/title/tt0156887/,very good,very good,short,['Junko Iwao', 'Rica Matsumoto', 'Shinpachi Tsuji', 'Masaaki Ôkura'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13043478260869568,0.0008970595088307938,-1.605928914783139,-0.6417909781075117
378,379,The Maltese Falcon,1941-01-01,100,8.0,97.0,"161,521",2.11,san francisco private detective sam spade take case involves three eccentric criminal gorgeous liar quest priceless statuette stake rising partner murdered,John Huston,https://www.imdb.com/title/tt0033870/,very good,excellent,medium,['Humphrey Bogart', 'Mary Astor', 'Gladys George', 'Peter Lorre'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19927536231884058,0.0024465259331748917,-0.9919181814777168,-0.6309845093718194
379,380,The Pursuit of Happyness,2006-01-01,117,8.0,64.0,"526,911",163.57,struggling salesman take custody son he poised begin lifechanging professional career,Gabriele Muccino,https://www.imdb.com/title/tt0454921/,very good,very good,medium,['Will Smith', 'Thandiwe Newton', 'Jaden Smith', 'Brian Howe'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608695652173913,0.19054941982385012,-0.4425401569412865,0.6809045448123048
380,381,JFK,1991-01-01,189,8.0,72.0,"161,042",70.41,new orleans district attorney jim garrison discovers there kennedy assassination official story,Oliver Stone,https://www.imdb.com/title/tt0102138/,very good,very good,long,['Kevin Costner', 'Gary Oldman', 'Jack Lemmon', 'Walter Matthau'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5217391304347827,0.08201686937881542,1.8842373587424184,-0.07603577655393459
381,382,Kill Bill: Vol. 2,2004-01-01,137,8.0,83.0,"769,991",66.21,bride continues quest vengeance former bos lover bill reclusive bouncer budd treacherous oneeyed elle,Quentin Tarantino,https://www.imdb.com/title/tt0378194/,very good,excellent,long,['Uma Thurman', 'David Carradine', 'Michael Madsen', 'Daryl Hannah'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.07712381751246564,0.20378693074863152,-0.11016146729822622
382,383,The King's Speech,2010-01-01,118,8.0,88.0,"689,646",138.8,story king george vi impromptu ascension throne british empire 1936 speech therapist helped unsure monarch overcome stammer,Tom Hooper,https://www.imdb.com/title/tt1504320/,very good,excellent,medium,['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Derek Jacobi'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2644927536231884,0.16169206393587773,-0.4102238025567906,0.4796442210656138
383,384,Akira,1988-01-01,124,8.0,67.0,"192,182",0.55,secret military project endangers neotokyo turn biker gang member rampaging psychic psychopath stopped teenager gang biker friend group psychic,Katsuhiro Ôtomo,https://www.imdb.com/title/tt0094625/,very good,very good,long,['Mitsuo Iwata', 'Nozomu Sasaki', 'Mami Koyama', 'Tesshô Genda'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.286231884057971,0.0006291066685306866,-0.2163256762498152,-0.6436597659339849
384,385,Cinderella Man,2005-01-01,144,8.0,69.0,"191,539",61.65,story james j braddock supposedly washedup boxer came back challenge heavyweight championship world,Ron Howard,https://www.imdb.com/title/tt0352248/,very good,very good,long,['Russell Crowe', 'Renée Zellweger', 'Craig Bierko', 'Paul Giamatti'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358695652173913,0.07181136120042873,0.43000141144010284,-0.14721221724917136
385,386,Chung Hing sam lam,1994-01-01,102,8.0,78.0,"86,721",0.6,two melancholy hong kong policeman fall love one mysterious female underworld figure beautiful ethereal waitress latenight restaurant frequents,Kar-Wai Wong,https://www.imdb.com/title/tt0109424/,very good,very good,medium,['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Leung Chiu-wai', 'Faye Wong'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2065217391304348,0.0006873572859872315,-0.9272854727087251,-0.6432535077108386
386,387,Rosemary's Baby,1968-01-01,137,8.0,96.0,"222,340",30.255,young couple trying baby move aging ornate apartment building central park west find surrounded peculiar neighbor,Roman Polanski,https://www.imdb.com/title/tt0063522/,very good,excellent,long,['Mia Farrow', 'John Cassavetes', 'Ruth Gordon', 'Sidney Blackmer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.035235798499464094,0.20378693074863152,-0.4023017555627511
387,388,Dog Day Afternoon,1975-01-01,125,8.0,86.0,"262,330",50.0,three amateur bank robber plan hold bank nice simple robbery walk take money run unfortunately supposedly uncomplicated heist suddenly becomes bizarre nightmare everything could go wrong,Sidney Lumet,https://www.imdb.com/title/tt0072890/,very good,excellent,long,['Al Pacino', 'John Cazale', 'Penelope Allen', 'Sully Boyar'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2898550724637681,0.05823896733305373,-0.1840093218653193,-0.2418703832422659
388,389,Do the Right Thing,1989-01-01,120,8.0,93.0,"105,499",27.55,hottest day year street bedfordstuyvesant section brooklyn everyones hate bigotry smolder build explodes violence,Spike Lee,https://www.imdb.com/title/tt0097216/,very good,excellent,medium,['Danny Aiello', 'Ossie Davis', 'Ruby Dee', 'Richard Edson'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2717391304347826,0.03208444009506501,-0.3455910937877988,-0.42428032543496746
389,390,Lion,2016-01-01,118,8.0,69.0,"241,594",51.74,fiveyearold indian boy adopted australian couple getting lost hundred kilometer home 25 year later set find lost family,Garth Davis,https://www.imdb.com/title/tt3741834/,very good,very good,medium,['Dev Patel', 'Nicole Kidman', 'Rooney Mara', 'Sunny Pawar'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2644927536231884,0.060266088820541505,-0.4102238025567906,-0.22773259707677365
390,391,Contratiempo,2016-01-01,106,8.0,83.0,"181,601",30.255,successful entrepreneur accused murder witness preparation expert le three hour come impregnable defense,Oriol Paulo,https://www.imdb.com/title/tt4857264/,very good,excellent,medium,['Mario Casas', 'Ana Wagener', 'Jose Coronado', 'Bárbara Lennie'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22101449275362317,0.035235798499464094,-0.7980200551707415,-0.4023017555627511
391,392,Papillon,1973-01-01,151,8.0,58.0,"133,489",53.27,french convict 1930s befriends fellow criminal two begin serving sentence south american penal colony devil island inspires man plot escape,Franklin J. Schaffner,https://www.imdb.com/title/tt0070511/,very good,good,long,['Steve McQueen', 'Dustin Hoffman', 'Victor Jory', 'Don Gordon'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38405797101449274,0.06204855771471178,0.6562158921315742,-0.215301095448496
392,393,Blood Diamond,2006-01-01,143,8.0,64.0,"560,919",57.37,fisherman smuggler syndicate businessmen match wit possession priceless diamond,Edward Zwick,https://www.imdb.com/title/tt0450259/,very good,very good,long,['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly', 'Kagiso Kuypers'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3550724637681159,0.06682510834614848,0.39768505705560697,-0.18198792115049708
393,394,Young Frankenstein,1974-01-01,106,8.0,83.0,"162,088",86.3,american grandson infamous scientist struggling prove grandfather insane people believe invited transylvania discovers process reanimates dead body,Mel Brooks,https://www.imdb.com/title/tt0072431/,very good,excellent,medium,['Gene Wilder', 'Madeline Kahn', 'Marty Feldman', 'Peter Boyle'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22101449275362317,0.10052891560650544,-0.7980200551707415,0.05307308676196864
394,395,Butch Cassidy and the Sundance Kid,1969-01-01,110,8.0,66.0,"219,891",102.31,wyoming early 1900s butch cassidy sundance kid leader band outlaw train robbery go wrong find run posse hard heel solution escape bolivia,George Roy Hill,https://www.imdb.com/title/tt0064115/,very good,very good,medium,['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23550724637681159,0.11918076331609116,-0.6687546376327578,0.18315696981342308
395,396,Dogville,2003-01-01,178,8.0,59.0,"152,087",1.53,woman run mob reluctantly accepted small colorado community exchange labor search visit town find support price,Lars von Trier,https://www.imdb.com/title/tt0276919/,very good,good,long,['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall', 'Harriet Andersson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.48188405797101447,0.0017708187706789694,1.5287574605129635,-0.6356971047603168
396,397,Annie Hall,1977-01-01,93,8.0,92.0,"269,521",39.2,alvy singer divorced jewish comedian reflects relationship exlover annie hall aspiring nightclub singer ended abruptly like previous marriage,Woody Allen,https://www.imdb.com/title/tt0075686/,very good,excellent,medium,['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.17391304347826086,0.045656833962440004,-1.2181326621691881,-0.32962215944187284
397,398,Bãhubali: The Beginning,2015-01-01,159,8.0,83.0,"129,084",6.74,ancient india adventurous daring man becomes involved decadesold feud two warring people,S.S. Rajamouli,https://www.imdb.com/title/tt2631186/,very good,excellent,long,['Prabhas', 'Rana Daggubati', 'Anushka Shetty', 'Tamannaah Bhatia'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41304347826086957,0.007840533109650962,0.9147467272075414,-0.5933649979084694
398,399,Rio Bravo,1959-01-01,141,8.0,93.0,"64,543",12.54,smalltown sheriff american west enlists help disabled man drunk young gunfighter effort hold jail brother local bad guy,Howard Hawks,https://www.imdb.com/title/tt0053221/,very good,excellent,long,['John Wayne', 'Dean Martin', 'Ricky Nelson', 'Angie Dickinson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3478260869565218,0.014597604734610185,0.3330523482866151,-0.5462390440234953
399,400,Sling Blade,1996-01-01,135,8.0,84.0,"95,777",24.48,karl childers simple man hospitalized since childhood murder mother lover released start new life small town,Billy Bob Thornton,https://www.imdb.com/title/tt0117666/,very good,excellent,long,['Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh', 'John Ritter'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32608695652173914,0.028507852183233144,0.13915422197963973,-0.449224580336152
400,401,Solaris,1972-01-01,167,8.0,93.0,"93,925",30.255,psychologist sent station orbiting distant planet order discover caused crew go insane,Andrei Tarkovsky,https://www.imdb.com/title/tt0069293/,very good,excellent,long,['Natalya Bondarchuk', 'Donatas Banionis', 'Jüri Järvet', 'Vladislav Dvorzhetskiy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4420289855072464,0.035235798499464094,1.1732775622835085,-0.4023017555627511
401,402,Fiddler on the Roof,1971-01-01,181,8.0,67.0,"45,155",80.5,prerevolutionary russia jewish peasant traditional value contends marrying three daughter modern romantic ideal growing antisemitic sentiment threatens village,Norman Jewison,https://www.imdb.com/title/tt0067093/,very good,very good,long,['Topol', 'Norma Crane', 'Leonard Frey', 'Molly Picon'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4927536231884058,0.09377184398154621,1.6257065236664512,0.0059471328769945455
402,403,Roman Holiday,1953-01-01,118,8.0,78.0,"141,804",30.255,bored sheltered princess escape guardian fall love american newsman rome,William Wyler,https://www.imdb.com/title/tt0046250/,very good,very good,medium,['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert', 'Hartley Power'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2644927536231884,0.035235798499464094,-0.4102238025567906,-0.4023017555627511
403,404,Gandhi,1982-01-01,191,8.0,79.0,"235,739",52.77,life lawyer became famed leader indian revolt british rule philosophy nonviolent protest,Richard Attenborough,https://www.imdb.com/title/tt0083987/,very good,very good,long,['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi', 'Roshan Seth'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5289855072463767,0.06146605154014633,1.9488700675114103,-0.21936367767995926
404,405,Kaze no tani no Naushika,1984-01-01,117,8.0,86.0,"173,067",0.5,warrior pacifist princess nausicaä desperately struggle prevent two warring nation destroying dying planet,Hayao Miyazaki,https://www.imdb.com/title/tt0087544/,very good,excellent,medium,['Sumi Shimamoto', 'Mahito Tsujimura', 'Hisako Kyôda', 'Gorô Naya'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2608695652173913,0.0005708560510741415,-0.4425401569412865,-0.6440660241571312
405,406,Being There,1979-01-01,130,8.0,83.0,"74,446",30.18,death employer force home he ever known simpleminded sheltered gardener becomes unlikely trusted advisor powerful tycoon insider washington politics,Hal Ashby,https://www.imdb.com/title/tt0078841/,very good,excellent,long,['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3079710144927536,0.03514842257327928,-0.02242754994283978,-0.40291114289747054
406,407,The Last Picture Show,1971-01-01,118,8.0,93.0,"49,709",29.13,1951 group high schoolers come age bleak isolated atrophied north texas town slowly dying culturally economically,Peter Bogdanovich,https://www.imdb.com/title/tt0067328/,very good,excellent,medium,['Timothy Bottoms', 'Jeff Bridges', 'Cybill Shepherd', 'Ben Johnson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2644927536231884,0.03392515960669183,-0.4102238025567906,-0.4114425655835435
407,408,8½,1963-01-01,138,8.0,93.0,"120,622",0.05,harried movie director retreat memory fantasy,Federico Fellini,https://www.imdb.com/title/tt0056801/,very good,excellent,long,['Marcello Mastroianni', 'Anouk Aimée', 'Claudia Cardinale', 'Sandra Milo'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.33695652173913043,4.660049396523604e-05,0.23610328513312745,-0.6477223481654482
408,409,Tenkû no shiro Rapyuta,1986-01-01,125,8.0,78.0,"170,795",30.255,young boy girl magic crystal must race pirate foreign agent search legendary floating castle,Hayao Miyazaki,https://www.imdb.com/title/tt0092067/,very good,very good,long,['Mayumi Tanaka', 'Keiko Yokozawa', 'Kotoe Hatsui', 'Minori Terada'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2898550724637681,0.035235798499464094,-0.1840093218653193,-0.4023017555627511
409,410,Pink Floyd: The Wall,1982-01-01,95,8.0,47.0,"82,678",22.24,confined troubled rock star descends madness midst physical social isolation everyone,Alan Parker,https://www.imdb.com/title/tt0084503/,very good,good,medium,['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1811594202898551,0.025898224521179923,-1.1534999534001964,-0.4674249487331076
410,411,La dolce vita,1960-01-01,174,8.0,95.0,"75,160",19.52,series story following week life philandering tabloid journalist living rome,Federico Fellini,https://www.imdb.com/title/tt0053779/,very good,excellent,long,['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4673913043478261,0.022729390931543875,1.39949204297498,-0.48952539607226786
411,412,Who's Afraid of Virginia Woolf?,1966-01-01,131,8.0,75.0,"77,065",30.255,bitter aging couple help alcohol use young houseguest fuel anguish emotional pain towards course distressing night,Mike Nichols,https://www.imdb.com/title/tt0061184/,very good,very good,long,['Elizabeth Taylor', 'Richard Burton', 'George Segal', 'Sandy Dennis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3115942028985507,0.035235798499464094,0.00988880444165612,-0.4023017555627511
412,413,WolfWalkers,2020-01-01,103,8.0,87.0,"34,621",30.255,young apprentice hunter father journey ireland help wipe last wolf pack everything change befriends freespirited girl mysterious tribe rumored transform wolf night,"Directors:Tomm Moore, Ross Stewart",https://www.imdb.com/title/tt5198068/,very good,excellent,medium,['Honor Kneafsey', 'Eva Whittaker', 'Sean Bean', 'Simon McBurney'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21014492753623187,0.035235798499464094,-0.8949691183242291,-0.4023017555627511
413,414,Mommy,2014-01-01,139,8.0,74.0,"58,846",3.49,widowed single mother raising violent son alone find new hope mysterious neighbor insert household,Xavier Dolan,https://www.imdb.com/title/tt3612616/,very good,very good,long,['Anne Dorval', 'Antoine Olivier Pilon', 'Suzanne Clément', 'Patrick Huard'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34057971014492755,0.004054242974975535,0.2684196395176233,-0.6197717824129808
414,415,High Noon,1952-01-01,85,8.0,89.0,"106,435",9.45,town marshal despite disagreement newlywed bride townspeople around must face gang deadly killer alone high noon gang leader outlaw sent year ago arrives noon train,Fred Zinnemann,https://www.imdb.com/title/tt0044706/,very good,excellent,short,['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell', 'Lloyd Bridges'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14492753623188404,0.010997716575795702,-1.4766634972451553,-0.5713458022139384
415,416,Anatomy of a Murder,1959-01-01,161,8.0,95.0,"68,076",11.9,upstate michigan lawyer defends soldier claim killed innkeeper due temporary insanity victim raped wife truth win case,Otto Preminger,https://www.imdb.com/title/tt0052561/,very good,excellent,long,['James Stewart', 'Lee Remick', 'Ben Gazzara'," ""Arthur O'Connell""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4202898550724638,0.01385199683116641,0.9793794359765332,-0.5514391492797682
416,417,Der Himmel über Berlin,1987-01-01,128,8.0,79.0,"73,054",3.33,angel tire purely ethereal life merely overseeing human activity berlin resident longs tangible joy physical existence fall love mortal,Wim Wenders,https://www.imdb.com/title/tt0093191/,very good,very good,long,['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander', 'Curt Bois'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3007246376811594,0.003867840999114591,-0.08706025871183158,-0.621071808727049
417,418,Zerkalo,1975-01-01,107,8.0,80.0,"48,795",0.18,dying man forty remembers past childhood mother war personal moment thing tell recent history russian nation,Andrei Tarkovsky,https://www.imdb.com/title/tt0072443/,very good,very good,medium,['Margarita Terekhova', 'Filipp Yankovskiy', 'Ignat Daniltsev', 'Oleg Yankovskiy'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2246376811594203,0.00019805209935225312,-0.7657037007862455,-0.6466660767852677
418,419,Mou gaan dou,2002-01-01,101,8.0,75.0,"127,130",0.17,story mole police department undercover cop objective find mole cop,"Directors:Andrew Lau, Alan Mak",https://www.imdb.com/title/tt0338564/,very good,very good,medium,['Andy Lau', 'Tony Leung Chiu-wai', 'Anthony Chau-Sang Wong', 'Eric Tsang'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2028985507246377,0.00018640197586094413,-0.959601827093221,-0.6467473284298969
419,420,The Night of the Hunter,1955-01-01,92,8.0,97.0,"91,863",0.65,religious fanatic marries gullible widow whose young child reluctant tell real daddy hid 10000 hed stolen robbery,Charles Laughton,https://www.imdb.com/title/tt0048424/,very good,excellent,medium,['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17028985507246375,0.0007456079034437766,-1.2504490165536841,-0.6428472494876921
420,421,Das Cabinet des Dr. Caligari,1920-01-01,76,8.0,83.0,"66,188",30.255,hypnotist dr caligari us somnambulist cesare commit murder,Robert Wiene,https://www.imdb.com/title/tt0010323/,very good,excellent,short,['Werner Krauss', 'Conrad Veidt', 'Friedrich Feher', 'Lil Dagover'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.11231884057971014,0.035235798499464094,-1.7675106867056185,-0.4023017555627511
421,422,Touch of Evil,1958-01-01,95,8.0,99.0,"106,582",2.24,stark perverse story murder kidnapping police corruption mexican border town,Orson Welles,https://www.imdb.com/title/tt0052311/,very good,excellent,medium,['Charlton Heston', 'Orson Welles', 'Janet Leigh', 'Joseph Calleia'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1811594202898551,0.002597977538561909,-1.1534999534001964,-0.629928237991639
422,423,The Straight Story,1999-01-01,112,8.0,86.0,"92,757",6.2,old man make long journey lawnmower mend relationship ill brother,David Lynch,https://www.imdb.com/title/tt0166896/,very good,excellent,medium,['Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz', 'Joseph A. Carpenter'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24275362318840582,0.007211426441120276,-0.604121928863766,-0.5977525867184497
423,424,The Hustler,1961-01-01,134,8.0,90.0,"83,858",8.28,upandcoming pool player play longtime champion single highstakes match,Robert Rossen,https://www.imdb.com/title/tt0054997/,very good,excellent,long,['Paul Newman', 'Jackie Gleason', 'Piper Laurie', 'George C. Scott'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.322463768115942,0.009634652127312548,0.10683786759514383,-0.5808522446355625
424,425,Kaguya-hime no monogatari,2013-01-01,137,8.0,89.0,"49,170",1.51,found inside shining stalk bamboo old bamboo cutter wife tiny girl grows rapidly exquisite young lady mysterious young princess enthralls encounter ultimately must confront fate punishment crime,Isao Takahata,https://www.imdb.com/title/tt2576852/,very good,excellent,long,['Chloë Grace Moretz', 'James Caan', 'Mary Steenburgen', 'James Marsden'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,0.0017475185236963512,0.20378693074863152,-0.6358596080495753
425,426,Tropa de Elite,2007-01-01,115,8.0,33.0,"106,321",0.01,1997 rio de janeiro captain nascimento find substitute position trying take drug dealer criminal pope visit,José Padilha,https://www.imdb.com/title/tt0861739/,very good,fair,medium,['Wagner Moura', 'André Ramiro', 'Caio Junqueira', 'Milhem Cortaz'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2536231884057971,0.0,-0.5071728657102783,-0.6480473547439651
426,427,La leggenda del pianista sull'oceano,1998-01-01,169,8.0,58.0,"66,222",0.26,baby boy discovered ocean liner 1900 grows musical prodigy never setting foot land,Giuseppe Tornatore,https://www.imdb.com/title/tt0120731/,very good,good,long,['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry', 'Bill Nunn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.44927536231884063,0.0002912530872827252,1.2379102710525005,-0.6460160636282335
427,428,Il gattopardo,1963-01-01,186,8.0,100.0,"27,134",30.255,prince salina noble aristocrat impeccable integrity try preserve family class amid tumultuous social upheaval 1860s sicily,Luchino Visconti,https://www.imdb.com/title/tt0057091/,very good,excellent,long,['Burt Lancaster', 'Alain Delon', 'Claudia Cardinale', 'Paolo Stoppa'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5108695652173914,0.035235798499464094,1.7872882955889307,-0.4023017555627511
428,429,Song of the Sea,2014-01-01,93,8.0,85.0,"60,213",0.86,ben young irish boy little sister saoirse girl turn seal go adventure free fairy save spirit world,Tomm Moore,https://www.imdb.com/title/tt1865505/,very good,excellent,medium,['David Rawle', 'Brendan Gleeson', 'Lisa Hannigan', 'Fionnula Flanagan'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17391304347826086,0.0009902604967612658,-1.2181326621691881,-0.6411409649504777
429,430,Secrets & Lies,1996-01-01,136,8.0,91.0,"44,720",13.42,following death adoptive parent successful young black optometrist establishes contact biological mother lonely white factory worker living poverty east london,Mike Leigh,https://www.imdb.com/title/tt0117589/,very good,excellent,long,['Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan', 'Claire Rushbrook'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.32971014492753625,0.01562281560184538,0.17147057636413562,-0.5390888992961199
430,431,Yeopgijeogin geunyeo,2001-01-01,137,8.0,83.0,"49,123",30.255,young man see drunk cute woman standing close track metro station seoul pull back end getting trouble repeatedly starting train,Jae-young Kwak,https://www.imdb.com/title/tt0293715/,very good,excellent,long,['Tae-Hyun Cha', 'Jun Ji-hyun', 'In-mun Kim', 'Song Wok-suk'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.035235798499464094,0.20378693074863152,-0.4023017555627511
