,Rank,Name of movie,Year of release,Watchtime,Movie Rating,Metascore,Votes,Gross collection,Description,Director,URL,Movie_Rating_bin,metascore_bin,watchtime_bin,Cast1,Cast2,Cast3,Cast4,Adventure,Music,Action,Fantasy,Thriller,War,Biography,Mystery,Comedy,Sport,Horror,Film-Noir,Romance,Family,Musical,Western,Sci-Fi,Drama,Crime,History,Animation,watchtime_minmax,gross_minmax,watchtime_standard,gross_standard
106,107,Star Wars: Episode VI - Return of the Jedi,1983-01-01,131,8.3,58.0,"1,070,727",309.13,rescuing han solo jabba hutt rebel attempt destroy second death star luke struggle help darth vader back dark side,Richard Marquand,https://www.imdb.com/title/tt0086190/,excellent,good,long,['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3115942028985507,0.36012861736334406,0.00988880444165612,1.8636034840358966
107,108,Up,2009-01-01,96,8.3,88.0,"1,062,576",293.0,78yearold carl fredricksen travel paradise fall house equipped balloon inadvertently taking young stowaway,"Directors:Pete Docter, Bob Peterson",https://www.imdb.com/title/tt1049413/,excellent,excellent,medium,['Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18478260869565216,0.34133696817186265,-1.1211835990157004,1.732544581248891
108,109,Le fabuleux destin d'Amélie Poulain,2001-01-01,122,8.3,69.0,"766,718",33.23,amélie innocent naive girl paris sense justice decides help around along way discovers love,Jean-Pierre Jeunet,https://www.imdb.com/title/tt0211915/,excellent,very good,long,['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus', 'Lorella Cravotta'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.27898550724637683,0.038701710238128524,-0.280958385018807,-0.3781293912855445
109,110,Lawrence of Arabia,1962-01-01,218,8.3,100.0,"299,591",44.82,story te lawrence english officer successfully united led diverse often warring arab tribe world war order fight turk,David Lean,https://www.imdb.com/title/tt0056172/,excellent,excellent,long,"[""Peter O'Toole""", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6268115942028984,0.05220420336455567,2.8214116358927996,-0.2839587351602255
110,111,Incendies,2010-01-01,131,8.3,80.0,"182,429",6.86,twin journey middle east discover family history fulfill mother last wish,Denis Villeneuve,https://www.imdb.com/title/tt1255953/,excellent,very good,long,['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3115942028985507,0.007980334591546671,0.00988880444165612,-0.5923899781729182
111,112,To Kill a Mockingbird,1962-01-01,129,8.3,88.0,"320,947",110.0,atticus finch widowed lawyer depressionera alabama defends black man undeserved rape charge try educate young child prejudice,Robert Mulligan,https://www.imdb.com/title/tt0056592/,excellent,excellent,long,['Gregory Peck', 'John Megna', 'Frank Overton', 'Rosemary Murphy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30434782608695654,0.1281397082809078,-0.05474390432733568,0.2456394845333284
112,113,Mononoke-hime,1997-01-01,134,8.3,76.0,"403,757",2.38,journey find cure tatarigamis curse ashitaka find middle war forest god tatara mining colony quest also meet san mononoke hime,Hayao Miyazaki,https://www.imdb.com/title/tt0119698/,excellent,very good,long,['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Billy Crudup'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.322463768115942,0.002761079267440235,0.10683786759514383,-0.6287907149668293
113,114,Toy Story 3,2010-01-01,103,8.3,92.0,"850,227",415.0,toy mistakenly delivered daycare center instead attic right andy leaf college woody convince toy werent abandoned return home,Lee Unkrich,https://www.imdb.com/title/tt0435761/,excellent,excellent,medium,['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Ned Beatty'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.21014492753623187,0.48346847476583255,-0.8949691183242291,2.7238146457259327
114,115,Vertigo,1958-01-01,128,8.3,100.0,"408,995",3.2,former san francisco police detective juggle wrestling personal demon becoming obsessed hauntingly beautiful woman hired trail may deeply disturbed,Alfred Hitchcock,https://www.imdb.com/title/tt0052357/,excellent,excellent,long,['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3007246376811594,0.003716389393727574,-0.08706025871183158,-0.6221280801072294
115,116,Citizen Kane,1941-01-01,119,8.3,100.0,"448,531",1.59,following death publishing tycoon charles foster kane reporter scramble uncover meaning final utterance rosebud,Orson Welles,https://www.imdb.com/title/tt0033467/,excellent,excellent,medium,['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore', 'Agnes Moorehead'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26811594202898553,0.0018407195116268234,-0.3779074481722947,-0.6352095948925413
116,117,The Sting,1973-01-01,129,8.3,83.0,"268,331",159.6,two grifter team pull ultimate con,George Roy Hill,https://www.imdb.com/title/tt0070735/,excellent,excellent,long,['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0.18592432079780047,-0.05474390432733568,0.6486476418944863
117,118,North by Northwest,1959-01-01,136,8.3,98.0,"333,173",13.28,new york city advertising executive go run mistaken government agent group foreign spy fall woman whose loyalty begin doubt,Alfred Hitchcock,https://www.imdb.com/title/tt0053125/,excellent,excellent,long,['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32971014492753625,0.015459713872967053,0.17147057636413562,-0.5402264223209297
118,119,Singin' in the Rain,1952-01-01,103,8.3,99.0,"247,564",8.82,silent film star fall chorus girl delusionally jealous screen partner trying make difficult transition talking picture 1920s hollywood,"Directors:Stanley Donen, Gene Kelly",https://www.imdb.com/title/tt0045152/,excellent,excellent,medium,['Gene Kelly'," ""Donald O'Connor""", 'Debbie Reynolds', 'Jean Hagen'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21014492753623187,0.010263758795843236,-0.8949691183242291,-0.5764646558255822
119,120,Metropolis,1927-01-01,153,8.3,98.0,"177,403",1.24,futuristic city sharply divided working class city planner son city mastermind fall love workingclass prophet predicts coming savior mediate difference,Fritz Lang,https://www.imdb.com/title/tt0017136/,excellent,excellent,long,['Brigitte Helm', 'Alfred Abel', 'Gustav Fröhlich', 'Rudolf Klein-Rogge'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.391304347826087,0.001432965189431008,0.720848600900566,-0.6380534024545655
120,121,Jodaeiye Nader az Simin,2011-01-01,123,8.3,95.0,"248,500",7.1,married couple faced difficult decision improve life child moving another country stay iran look deteriorating parent alzheimers disease,Asghar Farhadi,https://www.imdb.com/title/tt1832382/,excellent,excellent,long,['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2826086956521739,0.008259937555338086,-0.2486420306343111,-0.5904399387018159
121,122,Ikiru,1952-01-01,143,8.3,91.0,"81,120",0.06,bureaucrat try find meaning life discovers terminal cancer,Akira Kurosawa,https://www.imdb.com/title/tt0044741/,excellent,excellent,long,['Takashi Shimura', 'Nobuo Kaneko'," ""Shin'ichi Himori""", 'Haruo Tanaka'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3550724637681159,5.825061745654504e-05,0.39768505705560697,-0.6476410965208189
122,123,Judgment at Nuremberg,1961-01-01,179,8.3,60.0,"79,397",134.0,1948 american court occupied germany try four nazi judged war crime,Stanley Kramer,https://www.imdb.com/title/tt0055031/,excellent,good,long,['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark', 'Marlene Dietrich'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4855072463768116,0.15610000466004942,1.5610738148974594,0.4406434316435661
123,124,Dangal,2016-01-01,161,8.3,83.0,"195,959",12.39,former wrestler mahavir singh phogat two wrestler daughter struggle towards glory commonwealth game face societal oppression,Nitesh Tiwari,https://www.imdb.com/title/tt5074352/,excellent,excellent,long,['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4202898550724638,0.014422852882240553,0.9793794359765332,-0.5474578186929343
124,125,The Apartment,1960-01-01,125,8.3,94.0,"185,590",18.6,manhattan insurance clerk try rise company letting executive use apartment tryst complication romance ensue,Billy Wilder,https://www.imdb.com/title/tt0053604/,excellent,excellent,long,['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2898550724637681,0.02165757957034345,-0.1840093218653193,-0.49700054737816024
125,126,M - Eine Stadt sucht einen Mörder,1931-01-01,117,8.3,83.0,"160,924",0.03,police german city unable catch childmurderer criminal join manhunt,Fritz Lang,https://www.imdb.com/title/tt0022100/,excellent,excellent,medium,['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2608695652173913,2.3300246982618016e-05,-0.4425401569412865,-0.6478848514547066
126,127,Double Indemnity,1944-01-01,107,8.3,95.0,"160,086",5.72,los angeles insurance representative let alluring housewife seduce scheme insurance fraud murder arouses suspicion colleague insurance investigator,Billy Wilder,https://www.imdb.com/title/tt0036775/,excellent,excellent,medium,['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson', 'Byron Barr'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2246376811594203,0.006652220513537443,-0.7657037007862455,-0.6016526656606545
127,128,Taare Zameen Par,2007-01-01,165,8.3,83.0,"196,976",1.22,eightyearold boy thought lazy troublemaker new art teacher patience compassion discover real problem behind struggle school,"Directors:Aamir Khan, Amole Gupte",https://www.imdb.com/title/tt0986264/,excellent,excellent,long,['Darsheel Safary', 'Aamir Khan', 'Tanay Chheda', 'Sachet Engineer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.43478260869565216,0.00140966494244839,1.1086448535145168,-0.638215905743824
128,129,Kantara,2022-01-01,148,8.3,83.0,"93,732",30.255,greed pave way betrayal scheming murder young tribal reluctantly don tradition ancestor seek justice,Rishab Shetty,https://www.imdb.com/title/tt15327088/,excellent,excellent,long,['Rishab Shetty', 'Kishore Kumar G.', 'Achyuth Kumar', 'Sapthami Gowda'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3731884057971015,0.035235798499464094,0.5592668289780864,-0.4023017555627511
129,130,Ladri di biciclette,1948-01-01,89,8.3,83.0,"166,638",0.33,postwar italy workingclass man bicycle stolen endangering effort find work son set find,Vittorio De Sica,https://www.imdb.com/title/tt0040522/,excellent,excellent,short,['Lamberto Maggiorani', 'Enzo Staiola', 'Lianella Carell', 'Elena Altieri'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.15942028985507245,0.00037280395172188826,-1.3473980797071718,-0.6454473021158287
130,131,Vikram,2022-01-01,175,8.3,83.0,"63,021",30.255,highoctane action film special investigator assigned case serial killing find case seems leading path going end war everyone involved,Lokesh Kanagaraj,https://www.imdb.com/title/tt9179430/,excellent,excellent,long,['Kamal Haasan', 'Vijay Sethupathi', 'Fahadh Faasil', 'Narain'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4710144927536232,0.035235798499464094,1.4318083973594757,-0.4023017555627511
131,132,K.G.F: Chapter 2,2022-01-01,168,8.3,83.0,"138,468",6.6,bloodsoaked kolar gold field rockys name strike fear foe ally look government see threat law order rocky must battle threat side unchallenged supremacy,Prashanth Neel,https://www.imdb.com/title/tt10698680/,excellent,excellent,long,['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4456521739130435,0.007677431380772636,1.2055939166680045,-0.5945025209332792
132,133,The Kid,1921-01-01,68,8.3,83.0,"128,689",5.45,tramp care abandoned child event put relationship jeopardy,Charles Chaplin,https://www.imdb.com/title/tt0012349/,excellent,excellent,short,['Charles Chaplin', 'Edna Purviance', 'Jackie Coogan', 'Carl Miller'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333334,0.006337667179272101,-2.0260415217815857,-0.6038464600656447
133,134,Ayla: The Daughter of War,2017-01-01,125,8.3,83.0,"41,298",30.255,1950 amidst ravage korean war sergeant süleyman stumble upon halffrozen little girl parent help sight frantic scared verge death see full summary »,Can Ulkay,https://www.imdb.com/title/tt6316138/,excellent,excellent,long,['Çetin Tekindor', 'Ismail Hacioglu', 'Kyung-jin Lee', 'Kim Seol'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2898550724637681,0.035235798499464094,-0.1840093218653193,-0.4023017555627511
134,135,Ratsasan,2018-01-01,170,8.3,83.0,"46,505",30.255,subinspector set pursuit mysterious serial killer target teen school girl murder brutally,Ram Kumar,https://www.imdb.com/title/tt7060344/,excellent,excellent,long,['Vishnu Vishal', 'Amala Paul', 'Radha Ravi', 'Sangili Murugan'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45289855072463764,0.035235798499464094,1.2702266254369963,-0.4023017555627511
135,136,Shershaah,2021-01-01,135,8.3,83.0,"124,096",30.255,shershaah story pvc awardee indian soldier capt vikram batra whose bravery unflinching courage chasing pakistani soldier indian territory contributed immensely india finally winning kargil war 1999,Vishnuvardhan,https://www.imdb.com/title/tt10295212/,excellent,excellent,long,['Sidharth Malhotra', 'Kiara Advani', 'Shiv Panditt', 'Pranay Pachauri'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.035235798499464094,0.13915422197963973,-0.4023017555627511
136,137,Chhichhore,2019-01-01,143,8.3,83.0,"57,203",0.9,tragic incident force anirudh middleaged man take trip memory lane reminisce college day along friend labelled loser,Nitesh Tiwari,https://www.imdb.com/title/tt9052870/,excellent,excellent,long,['Sushant Singh Rajput', 'Shraddha Kapoor', 'Varun Sharma', 'Prateik Babbar'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3550724637681159,0.0010368609907265018,0.39768505705560697,-0.6408159583719605
137,138,Drishyam,2013-01-01,160,8.3,83.0,"42,476",30.255,man go extreme length save family punishment family commits accidental crime,Jeethu Joseph,https://www.imdb.com/title/tt3417422/,excellent,excellent,long,['Mohanlal', 'Meena', 'Asha Sharath', 'Ansiba'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4166666666666667,0.035235798499464094,0.9470630815920373,-0.4023017555627511
138,139,John Wick: Chapter 4,2023-01-01,169,8.2,78.0,"113,751",172.0,john wick uncovers path defeating high table earn freedom wick must face new enemy powerful alliance across globe force turn old friend foe,Chad Stahelski,https://www.imdb.com/title/tt10366206/,excellent,very good,long,['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou', 'Lance Reddick'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44927536231884063,0.20037047392702365,1.2379102710525005,0.7493996812347758
139,140,The Wolf of Wall Street,2013-01-01,180,8.2,75.0,"1,450,114",116.9,based true story jordan belfort rise wealthy stockbroker living high life fall involving crime corruption federal government,Martin Scorsese,https://www.imdb.com/title/tt0993846/,excellent,very good,long,['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4891304347826087,0.136178293489911,1.5933901692819554,0.3017031193275218
140,141,The Thing,1982-01-01,109,8.2,57.0,"435,458",13.78,research team antarctica hunted shapeshifting alien assumes appearance victim,John Carpenter,https://www.imdb.com/title/tt0084787/,excellent,good,medium,['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23188405797101447,0.0160422200475325,-0.7010709920172538,-0.5361638400894663
141,142,Spider-Man: No Way Home,2021-01-01,148,8.2,71.0,"785,513",804.75,spidermans identity revealed peter asks doctor strange help spell go wrong dangerous foe world start appear forcing peter discover truly mean spiderman,Jon Watts,https://www.imdb.com/title/tt10872600/,excellent,very good,long,['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3731884057971015,0.937532037839601,0.5592668289780864,5.890597495151564
142,143,Jurassic Park,1993-01-01,127,8.2,68.0,"1,007,774",402.45,pragmatic paleontologist touring almost complete theme park island central america tasked protecting couple kid power failure cause park cloned dinosaur run loose,Steven Spielberg,https://www.imdb.com/title/tt0107290/,excellent,very good,long,['Sam Neill', 'Laura Dern', 'Jeff Goldblum', 'Richard Attenborough'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2971014492753623,0.46884756978423975,-0.1193766130963275,2.621843831716204
143,144,Taxi Driver,1976-01-01,114,8.2,94.0,"856,032",28.26,mentally unstable veteran work nighttime taxi driver new york city perceived decadence sleaze fuel urge violent action,Martin Scorsese,https://www.imdb.com/title/tt0075314/,excellent,excellent,medium,['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd', 'Albert Brooks'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.03291159886294795,-0.5394892200947742,-0.4185114586662895
144,145,Shutter Island,2010-01-01,138,8.2,63.0,"1,349,232",128.01,1954 u marshal investigates disappearance murderer escaped hospital criminally insane,Martin Scorsese,https://www.imdb.com/title/tt1130884/,excellent,very good,long,['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo', 'Ben Kingsley'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33695652173913043,0.1491215806887553,0.23610328513312745,0.3919736965106359
145,146,No Country for Old Men,2007-01-01,122,8.2,92.0,"994,748",74.28,violence mayhem ensue hunter stumble upon drug deal gone wrong two million dollar cash near rio grande,"Directors:Ethan Coen, Joel Coen",https://www.imdb.com/title/tt0477348/,excellent,excellent,long,['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27898550724637683,0.08652546716995202,-0.280958385018807,-0.04459139008240872
146,147,Green Book,2018-01-01,130,8.2,69.0,"512,794",85.08,workingclass italianamerican bouncer becomes driver africanamerican classical pianist tour venue 1960s american south,Peter Farrelly,https://www.imdb.com/title/tt6966692/,excellent,very good,long,['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3079710144927536,0.09910760054056574,-0.02242754994283978,0.04316038611719823
147,148,1917,2019-01-01,119,8.2,78.0,"613,858",159.23,april 6th 1917 infantry battalion assembles wage war deep enemy territory two soldier assigned race time deliver message stop 1600 men walking straight deadly trap,Sam Mendes,https://www.imdb.com/title/tt8579674/,excellent,very good,medium,['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Colin Firth'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26811594202898553,0.18549326622862203,-0.3779074481722947,0.6456413310432034
148,149,The Truman Show,1998-01-01,103,8.2,90.0,"1,108,297",125.62,insurance salesman discovers whole life actually reality tv show,Peter Weir,https://www.imdb.com/title/tt0120382/,excellent,excellent,medium,['Jim Carrey', 'Ed Harris', 'Laura Linney', 'Noah Emmerich'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21014492753623187,0.14633720117433247,-0.8949691183242291,0.3725545534442415
149,150,Kill Bill: Vol. 1,2003-01-01,111,8.2,69.0,"1,134,387",70.1,awakening fouryear coma former assassin wreaks vengeance team assassin betrayed,Quentin Tarantino,https://www.imdb.com/title/tt0266697/,excellent,very good,medium,['Uma Thurman', 'David Carradine', 'Daryl Hannah', 'Michael Madsen'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2391304347826087,0.08165571555058485,-0.6364382832482619,-0.07855457753744184
150,151,Casino,1995-01-01,178,8.2,73.0,"531,230",42.44,tale greed deception money power murder occur two best friend mafia enforcer casino executive compete gambling empire fastliving fastloving socialite,Martin Scorsese,https://www.imdb.com/title/tt0112641/,excellent,very good,long,['Robert De Niro', 'Sharon Stone', 'Joe Pesci', 'James Woods'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.48188405797101447,0.04943147397362412,1.5287574605129635,-0.3032966265819908
151,152,The Sixth Sense,1999-01-01,107,8.2,64.0,"1,006,518",293.51,frightened withdrawn philadelphia boy communicates spirit seek help disheartened child psychologist,M. Night Shyamalan,https://www.imdb.com/title/tt0167404/,excellent,very good,medium,['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2246376811594203,0.3419311244699194,-0.7657037007862455,1.7366884151249835
152,153,Snatch,2000-01-01,104,8.2,55.0,"869,672",30.33,unscrupulous boxing promoter violent bookmaker russian gangster incompetent amateur robber supposedly jewish jeweler fight track priceless stolen diamond,Guy Ritchie,https://www.imdb.com/title/tt0208092/,excellent,good,medium,['Jason Statham', 'Brad Pitt', 'Stephen Graham', 'Vinnie Jones'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.213768115942029,0.03532317442564891,-0.8626527639397332,-0.40169236822803156
153,154,There Will Be Blood,2007-01-01,158,8.2,93.0,"598,660",40.22,story family religion hatred oil madness focusing turnofthecentury prospector early day business,Paul Thomas Anderson,https://www.imdb.com/title/tt0469494/,excellent,excellent,long,['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds', 'Martin Stringer'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.40942028985507245,0.04684514655855352,0.8824303728230455,-0.32133449168968775
154,155,Hauru no ugoku shiro,2004-01-01,119,8.2,82.0,"407,664",4.71,unconfident young woman cursed old body spiteful witch chance breaking spell lie selfindulgent yet insecure young wizard companion legged walking castle,Hayao Miyazaki,https://www.imdb.com/title/tt0347149/,excellent,excellent,medium,['Chieko Baisho', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26811594202898553,0.005475558040915233,-0.3779074481722947,-0.6098590817682104
155,156,Batman Begins,2005-01-01,140,8.2,70.0,"1,494,514",206.85,training mentor batman begin fight free crimeridden gotham city corruption,Christopher Nolan,https://www.imdb.com/title/tt0372784/,excellent,very good,long,['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34420289855072467,0.24097115429423552,0.30073599390211925,1.032561662767767
156,157,The Father,2020-01-01,97,8.2,88.0,"164,838",130.0,man refuse assistance daughter age try make sense changing circumstance begin doubt loved one mind even fabric reality,Florian Zeller,https://www.imdb.com/title/tt10272386/,excellent,excellent,medium,['Anthony Hopkins', 'Olivia Colman', 'Mark Gatiss', 'Olivia Williams'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18840579710144928,0.1514399552635258,-1.0888672446312047,0.40814277379185987
157,158,L.A. Confidential,1997-01-01,138,8.2,91.0,"590,658",64.62,corruption grows 1950s los angeles three policeman one straitlaced one brutal one sleazy investigate series murder brand justice,Curtis Hanson,https://www.imdb.com/title/tt0119488/,excellent,excellent,long,['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.33695652173913043,0.07527144787734752,0.23610328513312745,-0.12308047879427937
158,159,A Beautiful Mind,2001-01-01,135,8.2,72.0,"945,966",170.74,john nash brilliant asocial mathematician accepts secret work cryptography life take turn nightmarish,Ron Howard,https://www.imdb.com/title/tt0268978/,excellent,very good,long,['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32608695652173914,0.1989025583671187,0.13915422197963973,0.7391619740114884
159,160,Indiana Jones and the Last Crusade,1989-01-01,127,8.2,65.0,"767,231",197.17,1938 father go missing pursuing holy grail indiana jones find nazi stop obtaining power,Steven Spielberg,https://www.imdb.com/title/tt0097576/,excellent,very good,long,['Harrison Ford', 'Sean Connery', 'Alison Doody', 'Denholm Elliott'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2971014492753623,0.2296938347546484,-0.1193766130963275,0.9539100707666376
160,161,Finding Nemo,2003-01-01,100,8.2,90.0,"1,060,639",380.84,son captured great barrier reef taken sydney timid clownfish set journey bring home,"Directors:Andrew Stanton, Lee Unkrich",https://www.imdb.com/title/tt0266543/,excellent,excellent,medium,['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19927536231884058,0.44367165291952093,-0.9919181814777168,2.446259027672361
161,162,Gone with the Wind,1939-01-01,238,8.2,97.0,"321,057",198.68,american motion picture classic manipulative woman roguish man conduct turbulent romance civil war reconstruction period,"Directors:Victor Fleming, George Cukor, Sam Wood",https://www.imdb.com/title/tt0031381/,excellent,excellent,long,['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell'," ""Barbara O'Neil""]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6992753623188406,0.23145300340183608,3.4677387235827175,0.9661790691056569
162,163,Unforgiven,1992-01-01,130,8.2,85.0,"418,717",101.16,retired old west gunslinger william munny reluctantly take one last job help old partner ned logan young man schofield kid,Clint Eastwood,https://www.imdb.com/title/tt0105695/,excellent,excellent,long,['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3079710144927536,0.11784099911459062,-0.02242754994283978,0.1738130306810575
163,164,V for Vendetta,2005-01-01,132,8.2,62.0,"1,136,190",70.51,future british dystopian society shadowy freedom fighter known alias v plot overthrow tyrannical government help young woman,James McTeigue,https://www.imdb.com/title/tt0434409/,excellent,very good,long,['Hugo Weaving', 'Natalie Portman', 'Rupert Graves', 'Stephen Rea'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31521739130434784,0.08213337061372852,0.04220515882615202,-0.07522326010764187
